S.No.,Acc.No.,Title,Author,Publiser/Year,Bill No,Date,Titles,Vol,Branch,Cost,Remarks,Publisher/Year
,2324,Engineering mathematics,Ramachary,": B S P, 1998",,,,,,,,
,2325,Engineering mathematics,Ramachary,": B S P, 1998",,,,,,,,
,2326,Engineering mathematics,Ramachary,": B S P, 1998",,,,,,,,
,2327,Engineering mathematics,Ramachary,": B S P, 1998",,,,,,,,
,2328,Engineering mathematics,Ramachary,": B S P, 1998",,,,,,,,
,2329,Engineering mathematics,Ramachary,": B S P, 1998",,,,,,,,
,2330,Engineering mathematics,Ramachary,": B S P, 1998",,,,,,,,
,2331,Engineering mathematics,Ramachary,": B S P, 1998",,,,,,,,
,2332,Engineering mathematics,Ramachary,": B S P, 1998",,,,,,,,
,2333,Engineering mathematics,Ramachary,": B S P, 1998",,,,,,,,
,2334,Engineering mathematics,Ramachary,": B S P, 1998",,,,,,,,
,2335,Engineering mathematics,Ramachary,": B S P, 1998",,,,,,,,
,2336,Applied Physics,Bhima Shankaram,": B S P, 1998",8125,6/11/2000,T,20.0,B.Tech,195,,
,2337,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2338,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2339,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2340,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2341,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2342,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2343,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2344,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2345,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2346,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2347,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2348,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2349,Solid State Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2350,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2351,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2352,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2353,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2354,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2355,Applied Physics,Bhima Shankaram,": B S P, 1998",,,,,,,,
,2356,Network Theory,Jagan,": B S P, 1998",,,,,,,,
,2357,Competiting on INTERNET TIME,Rajan,": B S P, 1998",8125,6/11/2000,T,1.0,B.Tech,150,,
,2358,Engineering mathematics,Ramachary,": B S P, 1998",8125,6/11/2000,T,1.0,B.Tech,195,,
,2359,Applied Physics,Bhima Shankaram,": B S P, 1998",8125,6/11/2000,T,1.0,B.Tech,195,,
,2360,Digital Principles and applications,Malvino,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,155,,
,2361,"Signals, Systems and Signal Processing",Eugene Xavier,": SCHAND, 1998",8239,10/11/2000,T,1.0,B.Tech,90,,
,2362,"Electronics, Principles and Applications",Schuler,": MGH, 1998",8239,10/11/2000,T,1.0,B.Tech,905.81,,
,2363,Electrical Power Systems,Wadhwa,": NEWAGE, 1998",8239,10/11/2000,T,1.0,B.Tech,250,,
,2364,Basic Electronics,Grob,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,295,,
,2365,"Hydraulics, Fluid Mechanics and Hydraulic Machines",Khurmi,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,295,,
,2366,Understanding Digital Signal Processing,Lyons,": AWLG, 1998",8239,10/11/2000,T,1.0,B.Tech,185,,
,2367,Basic Electrical Engineering,V.K.Mehta,": SCHAND, 1998",8239,10/11/2000,T,1.0,B.Tech,295,,
,2368,Electronic Devices &Circuits,Theraja,": SCHAND, 1998",8239,10/11/2000,T,1.0,B.Tech,205,,
,2369,Electrical Circuits Analysis,Paranjyothi,": NEWAGE, 1998",8239,10/11/2000,T,1.0,B.Tech,175,,
,2370,Turbines Compressors and Fans,Yaha,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,195,,
,2371,Electrical Circuits Analysis,Soni,": DPR, 1998",8239,10/11/2000,T,1.0,B.Tech,45,,
,2372,Principles of Electrical Engineering and Electroni,Mehta,": SCHAND, 1998",8239,10/11/2000,T,1.0,B.Tech,190,,
,2373,Electric Machinery Fundamentals,Chapman,": MGH, 1998",8239,10/11/2000,T,1.0,B.Tech,523,,
,2374,Engineering Mathematics - II,Lazpath Roy,": HITECH, 1998",8239,10/11/2000,T,5.0,B.Tech,150,,
,2375,Engineering Mathematics - II,Lazpath Roy,": HITECH, 1998",,,,,,,,
,2376,Engineering Mathematics - II,Lazpath Roy,": HITECH, 1998",,,,,,,,
,2377,Engineering Mathematics - II,Lazpath Roy,": HITECH, 1998",,,,,,,,
,2378,Engineering Mathematics - II,Lazpath Roy,": HITECH, 1998",,,,,,,,
,2379,Digital Electronics,Tokheim,": MGH, 1998",8239,10/11/2000,T,1.0,B.Tech,666.81,,
,2380,Power Electronics,Lauder,": MGH, 1998",8239,10/11/2000,T,1.0,B.Tech,475.61,,
,2381,Fundamentals of Electrical and Electronics,Thyagarajan,": SCITECH, 1998",8239,10/11/2000,T,1.0,B.Tech,145,,
,2382,Competiting on INTERNET TIME,Sethi-Aho,": Longman, 1998",8239,10/11/2000,T,1.0,B.Tech,350,,
,2383,Data Communications,Mohan,": MACMIL, 1998",8239,10/11/2000,T,1.0,B.Tech,98,,
,2384,Text Book of Engineering Mathematics,Iyengar,": SCHAND, 1998",8239,10/11/2000,T,1.0,B.Tech,110,,
,2385,"Introduction to Automata Theory, Languages and Com",Hopcroff,": NAROSA, 1998",8239,10/11/2000,T,1.0,B.Tech,190,,
,2386,Basic Electrical Engineering,Nagrath,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,145,,
,2387,Managerial Economics and Principles of Accountancy,Srinivasa Rao,": HITECH, 1998",8239,10/11/2000,T,5.0,B.Tech,140,,
,2388,Managerial Economics and Principles of Accountancy,Srinivasa Rao,": HITECH, 1998",,,,,,,,
,2389,Managerial Economics and Principles of Accountancy,Srinivasa Rao,": HITECH, 1998",,,,,,,,
,2390,Managerial Economics and Principles of Accountancy,Srinivasa Rao,": HITECH, 1998",,,,,,,,
,2391,Managerial Economics and Principles of Accountancy,Srinivasa Rao,": HITECH, 1998",,,,,,,,
,2392,Electromagnetics with Applications,Kraus - Fleisch,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,293.79,,
,2393,Electromechanics and Electrical Machines,Kamakshaiah,": HITECH, 1998",8239,10/11/2000,T,5.0,B.Tech,270,,
,2394,Electromechanics and Electrical Machines,Kamakshaiah,": HITECH, 1998",,,,,,,,
,2395,Electromechanics and Electrical Machines,Kamakshaiah,": HITECH, 1998",,,,,,,,
,2396,Electromechanics and Electrical Machines,Kamakshaiah,": HITECH, 1998",,,,,,,,
,2397,Electromechanics and Electrical Machines,Kamakshaiah,": HITECH, 1998",,,,,,,,
,2398,Inroduction Artificial Intelligance,Charniak,": ADDI, 1998",8239,10/11/2000,T,1.0,B.Tech,275,,
,2399,The Successful Engineer,Martin,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,475.61,,
,2400,Fluid Mechanics and Hydraulic Machines,Rajput,": SCHAND, 1998",8239,10/11/2000,T,1.0,B.Tech,270,,
,2401,Autocad 2000,Cohen,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,475,,
,2402,Mastering Java Script and Jscript,Jawaorsk,": BPB, 1998",8239,10/11/2000,T,1.0,B.Tech,399,,
,2403,Text Book of Engineering Thermodynamics,Ravi Kumar,": HITECH, 1998",8239,10/11/2000,T,5.0,B.Tech,130,,
,2404,Text Book of Engineering Thermodynamics,Ravi Kumar,": HITECH, 1998",,,,,,,,
,2405,Text Book of Engineering Thermodynamics,Ravi Kumar,": HITECH, 1998",,,,,,,,
,2406,Text Book of Engineering Thermodynamics,Ravi Kumar,": HITECH, 1998",,,,,,,,
,2407,Text Book of Engineering Thermodynamics,Ravi Kumar,": HITECH, 1998",,,,,,,,
,2408,Operating Systems,Crowley,": TMH, 1998",8239,10/11/2000,T,2.0,B.Tech,290,,
,2409,SQL Server 7,Coffman,": TMH, 1998",,,,,,,,
,2410,Software Engineering,Pressman,": TMH, 1998",8239,10/11/2000,T,2.0,B.Tech,427.8,,
,2411,Operating Systems,Godbole,": TMH, 1998",,,,,,,,
,2412,An Introduction to Fomal Languages and Automata,Linz,": NAROSA, 1998",8239,10/11/2000,T,1.0,B.Tech,210,,
,2413,Red Hat LINUX,Peterson,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,495,,
,2414,Introduction to Data Communication and Networking,Forouzan,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,275,,
,2415,INTERNET,Young,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,385,,
,2416,WINDOWS NT 4,Kadnier,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,350,,
,2417,Linear and Digital IC's Applications,Subhrmanyam,": HITECH, 1998",8239,10/11/2000,T,5.0,B.Tech,150,,
,2418,Linear and Digital IC's Applications,Subhrmanyam,": HITECH, 1998",,,,,,,,
,2419,Linear and Digital IC's Applications,Subhrmanyam,": HITECH, 1998",,,,,,,,
,2420,Linear and Digital IC's Applications,Subhrmanyam,": HITECH, 1998",,,,,,,,
,2421,Linear and Digital IC's Applications,Subhrmanyam,": HITECH, 1998",,,,,,,,
,2422,UNIX Concepts and Application,Das,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,210,,
,2423,Linear Integrated circuits,Roy Choudhary,": NEWAGE, 1998",8239,10/11/2000,T,10.0,B.Tech,175,,
,2424,Linear Integrated circuits,Roy Choudhary,": NEWAGE, 1998",,,,,,,,
,2425,Linear Integrated circuits,Roy Choudhary,": NEWAGE, 1998",,,,,,,,
,2426,Linear Integrated circuits,Roy Choudhary,": NEWAGE, 1998",,,,,,,,
,2427,Linear Integrated circuits,Roy Choudhary,": NEWAGE, 1998",,,,,,,,
,2428,Linear Integrated circuits,Roy Choudhary,": NEWAGE, 1998",,,,,,,,
,2429,Linear Integrated circuits,Roy Choudhary,": NEWAGE, 1998",,,,,,,,
,2430,Linear Integrated circuits,Roy Choudhary,": NEWAGE, 1998",,,,,,,,
,2431,Linear Integrated circuits,Roy Choudhary,": NEWAGE, 1998",,,,,,,,
,2432,Linear Integrated circuits,Roy Choudhary,": NEWAGE, 1998",,,,,,,,
,2433,HTML,Powell,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,450,,
,2434,Windows NT Security Hand Book,Apostol,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,350,,
,2435,Engineering Drawing and Graphics,French,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,836,,
,2436,Electromagnetics,Edminister,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,227,,
,2437,LINUX in Easy Steps,David Nash,": DREAM, 1998",8239,10/11/2000,T,1.0,B.Tech,79,,
,2438,Digital Image Processing,Nick Efford,": ADD, 1998",8239,10/11/2000,T,1.0,B.Tech,325,,
,2439,Mark's STANDARD HAND BOOK For Mechanical Engineers,Avallone,": TMH, 1998",8239,10/11/2000,T,1.0,B.Tech,2626.61,,
,2440,Discrete Mathematical Structures with Applications,Tremblay,": TMH, 1998",8239,10/11/2000,T,10.0,B.Tech,250,,
,2441,Discrete Mathematical Structures with Applications,Tremblay,": TMH, 1998",,,,,,,,
,2442,Discrete Mathematical Structures with Applications,Tremblay,": TMH, 1998",,,,,,,,
,2443,Discrete Mathematical Structures with Applications,Tremblay,": TMH, 1998",,,,,,,,
,2444,Discrete Mathematical Structures with Applications,Tremblay,": TMH, 1998",,,,,,,,
,2445,Discrete Mathematical Structures with Applications,Tremblay,": TMH, 1998",,,,,,,,
,2446,Discrete Mathematical Structures with Applications,Tremblay,": TMH, 1998",,,,,,,,
,2447,Discrete Mathematical Structures with Applications,Tremblay,": TMH, 1998",,,,,,,,
,2448,Discrete Mathematical Structures with Applications,Tremblay,": TMH, 1998",,,,,,,,
,2449,Discrete Mathematical Structures with Applications,Tremblay,": TMH, 1998",,,,,,,,
,2450,Fluid Mechanics,White,": WCB, 1998",8239,10/11/2000,T,1.0,B.Tech,905.82,,
,2451,Structural Vibration Analysis,Beards,": ELLIS, 1998",8239,10/11/2000,T,1.0,B.Tech,1192.61,,
,2452,Engineering Mechanics,Mclean,": MGH, 1998",8239,10/11/2000,T,1.0,B.Tech,284.41,,
,2453,Dictionary of PHYSICS,Parker,": MGH, 1998",8239,10/11/2000,T,1.0,B.Tech,523.41,,
,2454,Production Technology  .. Vol 1,Krishna Reddy,": ALLIED, 1998",8225,21-11-2000,T,10.0,B.Tech,125,,
,2455,Production Technology  .. Vol 1,Krishna Reddy,": ALLIED, 1998",,,,,,,,
,2456,Production Technology  .. Vol 1,Krishna Reddy,": ALLIED, 1998",,,,,,,,
,2457,Production Technology  .. Vol 1,Krishna Reddy,": ALLIED, 1998",,,,,,,,
,2458,Production Technology  .. Vol 1,Krishna Reddy,": ALLIED, 1998",,,,,,,,
,2459,Production Technology  .. Vol 1,Krishna Reddy,": ALLIED, 1998",,,,,,,,
,2460,Production Technology  .. Vol 1,Krishna Reddy,": ALLIED, 1998",,,,,,,,
,2461,Production Technology  .. Vol 1,Krishna Reddy,": ALLIED, 1998",,,,,,,,
,2462,Production Technology  .. Vol 1,Krishna Reddy,": ALLIED, 1998",,,,,,,,
,2463,Production Technology  .. Vol 1,Krishna Reddy,": ALLIED, 1998",,,,,,,,
,2464,Elements of Material Science and Engineering,Van Vlack,": ADD., 1998",8225,21-11-2000,T,8.0,B.Tech,270,,
,2465,Elements of Material Science and Engineering,Van Vlack,": ADD., 1998",,,,,,,,
,2466,Elements of Material Science and Engineering,Van Vlack,": ADD., 1998",,,,,,,,
,2467,Elements of Material Science and Engineering,Van Vlack,": ADD., 1998",,,,,,,,
,2468,Elements of Material Science and Engineering,Van Vlack,": ADD., 1998",,,,,,,,
,2469,Elements of Material Science and Engineering,Van Vlack,": ADD., 1998",,,,,,,,
,2470,Elements of Material Science and Engineering,Van Vlack,": ADD., 1998",,,,,,,,
,2471,Elements of Material Science and Engineering,Van Vlack,": ADD., 1998",,,,,,,,
,2472,The performance and Design and Direct Circuit Mach,Clayton,": CBS, 1998",8225,21-11-2000,T,2.0,B.Tech,110,,
,2473,The performance and Design and Direct Circuit Mach,Clayton,": CBS, 1998",,,,,,,,
,2474,Machine Drawing,Bhatt,": CHAR, 1998",8225,21-11-2000,T,10.0,B.Tech,95,,
,2475,Machine Drawing,Bhatt,": CHAR, 1998",,,,,,,,
,2476,Machine Drawing,Bhatt,": CHAR, 1998",,,,,,,,
,2477,Machine Drawing,Bhatt,": CHAR, 1998",,,,,,,,
,2478,Machine Drawing,Bhatt,": CHAR, 1998",,,,,,,,
,2479,Machine Drawing,Bhatt,": CHAR, 1998",,,,,,,,
,2480,Machine Drawing,Bhatt,": CHAR, 1998",,,,,,,,
,2481,Machine Drawing,Bhatt,": CHAR, 1998",,,,,,,,
,2482,Machine Drawing,Bhatt,": CHAR, 1998",,,,,,,,
,2483,Machine Drawing,Bhatt,": CHAR, 1998",,,,,,,,
,2484,"Pulse, Digital Circuits and Computer Fundamentals",Venkataraman,": DPR, 1998",8225,21-11-2000,T,5.0,B.Tech,145,,
,2485,"Pulse, Digital Circuits and Computer Fundamentals",Venkataraman,": DPR, 1998",,,,,,,,
,2486,"Pulse, Digital Circuits and Computer Fundamentals",Venkataraman,": DPR, 1998",,,,,,,,
,2487,"Pulse, Digital Circuits and Computer Fundamentals",Venkataraman,": DPR, 1998",,,,,,,,
,2488,"Pulse, Digital Circuits and Computer Fundamentals",Venkataraman,": DPR, 1998",,,,,,,,
,2489,Elements of Strength of Materials,Timashenko,": EWPRESS, 1998",8225,21-11-2000,T,3.0,B.Tech,120,,
,2490,Elements of Strength of Materials,Timashenko,": EWPRESS, 1998",,,,,,,,
,2491,Elements of Strength of Materials,Timashenko,": EWPRESS, 1998",,,,,,,,
,2492,Computer Algorithms,Horowitz,": GALG, 1998",8225,21-11-2000,T,9.0,B.Tech,250,,
,2493,Computer Algorithms,Horowitz,": GALG, 1998",,,,,,,,
,2494,Computer Algorithms,Horowitz,": GALG, 1998",,,,,,,,
,2495,Computer Algorithms,Horowitz,": GALG, 1998",,,,,,,,
,2496,Computer Algorithms,Horowitz,": GALG, 1998",,,,,,,,
,2497,Computer Algorithms,Horowitz,": GALG, 1998",,,,,,,,
,2498,Computer Algorithms,Horowitz,": GALG, 1998",,,,,,,,
,2499,Computer Algorithms,Horowitz,": GALG, 1998",,,,,,,,
,2500,Computer Algorithms,Horowitz,": GALG, 1998",,,,,,,,
,2501,Production Technology,R.K.Jain,": KHANNA, 1998",8225,21-11-2000,T,11.0,B.Tech,210,,
,2502,Production Technology,R.K.Jain,": KHANNA, 1998",,,,,,,,
,2503,Production Technology,R.K.Jain,": KHANNA, 1998",,,,,,,,
,2504,Production Technology,R.K.Jain,": KHANNA, 1998",,,,,,,,
,2505,Production Technology,R.K.Jain,": KHANNA, 1998",,,,,,,,
,2506,Production Technology,R.K.Jain,": KHANNA, 1998",,,,,,,,
,2507,Production Technology,R.K.Jain,": KHANNA, 1998",,,,,,,,
,2508,Production Technology,R.K.Jain,": KHANNA, 1998",,,,,,,,
,2509,Production Technology,R.K.Jain,": KHANNA, 1998",,,,,,,,
,2510,Production Technology,R.K.Jain,": KHANNA, 1998",,,,,,,,
,2511,Production Technology,R.K.Jain,": KHANNA, 1998",,,,,,,,
,2512,Functions of a Complex Variable,Sharma,": KRISHNA, 1998",8225,21-11-2000,T,6.0,B.Tech,120,,
,2513,Functions of a Complex Variable,Sharma,": KRISHNA, 1998",,,,,,,,
,2514,Functions of a Complex Variable,Sharma,": KRISHNA, 1998",,,,,,,,
,2515,Functions of a Complex Variable,Sharma,": KRISHNA, 1998",,,,,,,,
,2516,Functions of a Complex Variable,Sharma,": KRISHNA, 1998",,,,,,,,
,2517,Functions of a Complex Variable,Sharma,": KRISHNA, 1998",,,,,,,,
,2518,Integral Transforms,Vashishtha,": KRISHNA, 1998",8225,21-11-2000,T,6.0,B.Tech,80,,
,2519,Integral Transforms,Vashishtha,": KRISHNA, 1998",,,,,,,,
,2520,Integral Transforms,Vashishtha,": KRISHNA, 1998",,,,,,,,
,2521,Integral Transforms,Vashishtha,": KRISHNA, 1998",,,,,,,,
,2522,Integral Transforms,Vashishtha,": KRISHNA, 1998",,,,,,,,
,2523,Integral Transforms,Vashishtha,": KRISHNA, 1998",,,,,,,,
,2524,Strength of Materials,Punmia,": LAXMI, 1998",8225,21-11-2000,T,6.0,B.Tech,85,,
,2525,Strength of Materials,Punmia,": LAXMI, 1998",,,,,,,,
,2526,Strength of Materials,Punmia,": LAXMI, 1998",,,,,,,,
,2527,Strength of Materials,Punmia,": LAXMI, 1998",,,,,,,,
,2528,Strength of Materials,Punmia,": LAXMI, 1998",,,,,,,,
,2529,Strength of Materials,Punmia,": LAXMI, 1998",,,,,,,,
,2530,Network Theory,Yoganarasimham,": SHIVA, 1998",8225,21-11-2000,T,10.0,B.Tech,275,,
,2531,Network Theory,Yoganarasimham,": SHIVA, 1998",,,,,,,,
,2532,Network Theory,Yoganarasimham,": SHIVA, 1998",,,,,,,,
,2533,Network Theory,Yoganarasimham,": SHIVA, 1998",,,,,,,,
,2534,Network Theory,Yoganarasimham,": SHIVA, 1998",,,,,,,,
,2535,Network Theory,Yoganarasimham,": SHIVA, 1998",,,,,,,,
,2536,Network Theory,Yoganarasimham,": SHIVA, 1998",,,,,,,,
,2537,Network Theory,Yoganarasimham,": SHIVA, 1998",,,,,,,,
,2538,Network Theory,Yoganarasimham,": SHIVA, 1998",,,,,,,,
,2539,Network Theory,Yoganarasimham,": SHIVA, 1998",,,,,,,,
,2540,Fundamentals of Electric Machines,Gupta,": NEWAGE, 1998",8225,21-11-2000,T,8.0,B.Tech,225,,
,2541,Fundamentals of Electric Machines,Gupta,": NEWAGE, 1998",,,,,,,,
,2542,Fundamentals of Electric Machines,Gupta,": NEWAGE, 1998",,,,,,,,
,2543,Fundamentals of Electric Machines,Gupta,": NEWAGE, 1998",,,,,,,,
,2544,Fundamentals of Electric Machines,Gupta,": NEWAGE, 1998",,,,,,,,
,2545,Fundamentals of Electric Machines,Gupta,": NEWAGE, 1998",,,,,,,,
,2546,Fundamentals of Electric Machines,Gupta,": NEWAGE, 1998",,,,,,,,
,2547,Fundamentals of Electric Machines,Gupta,": NEWAGE, 1998",,,,,,,,
,2548,Computer Organisation and Architecture,Stallings,": PRENTICE, 1998",8225,21-11-2000,T,10.0,B.Tech,225,,
,2549,Computer Organisation and Architecture,Stallings,": PRENTICE, 1998",,,,,,,,
,2550,Computer Organisation and Architecture,Stallings,": PRENTICE, 1998",,,,,,,,
,2551,Computer Organisation and Architecture,Stallings,": PRENTICE, 1998",,,,,,,,
,2552,Computer Organisation and Architecture,Stallings,": PRENTICE, 1998",,,,,,,,
,2553,Computer Organisation and Architecture,Stallings,": PRENTICE, 1998",,,,,,,,
,2554,Computer Organisation and Architecture,Stallings,": PRENTICE, 1998",,,,,,,,
,2555,Computer Organisation and Architecture,Stallings,": PRENTICE, 1998",,,,,,,,
,2556,Computer Organisation and Architecture,Stallings,": PRENTICE, 1998",,,,,,,,
,2557,Computer Organisation and Architecture,Stallings,": PRENTICE, 1998",,,,,,,,
,2558,Integral Transforms,Goyal,": PRAGATHI, 1998",8225,21-11-2000,T,6.0,B.Tech,90,,
,2559,Integral Transforms,Goyal,": PRAGATHI, 1998",,,,,,,,
,2560,Integral Transforms,Goyal,": PRAGATHI, 1998",,,,,,,,
,2561,Integral Transforms,Goyal,": PRAGATHI, 1998",,,,,,,,
,2562,Integral Transforms,Goyal,": PRAGATHI, 1998",,,,,,,,
,2563,Integral Transforms,Goyal,": PRAGATHI, 1998",,,,,,,,
,2564,Hydraulics and Fluid Mechanics,Modi,": STANDERD, 1998",8225,21-11-2000,T,10.0,B.Tech,280,,
,2565,Hydraulics and Fluid Mechanics,Modi,": STANDERD, 1998",,,,,,,,
,2566,Hydraulics and Fluid Mechanics,Modi,": STANDERD, 1998",,,,,,,,
,2567,Hydraulics and Fluid Mechanics,Modi,": STANDERD, 1998",,,,,,,,
,2568,Hydraulics and Fluid Mechanics,Modi,": STANDERD, 1998",,,,,,,,
,2569,Hydraulics and Fluid Mechanics,Modi,": STANDERD, 1998",,,,,,,,
,2570,Hydraulics and Fluid Mechanics,Modi,": STANDERD, 1998",,,,,,,,
,2571,Hydraulics and Fluid Mechanics,Modi,": STANDERD, 1998",,,,,,,,
,2572,Hydraulics and Fluid Mechanics,Modi,": STANDERD, 1998",,,,,,,,
,2573,Hydraulics and Fluid Mechanics,Modi,": STANDERD, 1998",,,,,,,,
,2574,Engineering Fluid Mechanics,Kumar,": Eurasia, 1998",8225,21-11-2000,T,10.0,B.Tech,135,,
,2575,Engineering Fluid Mechanics,Kumar,": Eurasia, 1998",,,,,,,,
,2576,Engineering Fluid Mechanics,Kumar,": Eurasia, 1998",,,,,,,,
,2577,Engineering Fluid Mechanics,Kumar,": Eurasia, 1998",,,,,,,,
,2578,Engineering Fluid Mechanics,Kumar,": Eurasia, 1998",,,,,,,,
,2579,Engineering Fluid Mechanics,Kumar,": Eurasia, 1998",,,,,,,,
,2580,Engineering Fluid Mechanics,Kumar,": Eurasia, 1998",,,,,,,,
,2581,Engineering Fluid Mechanics,Kumar,": Eurasia, 1998",,,,,,,,
,2582,Engineering Fluid Mechanics,Kumar,": Eurasia, 1998",,,,,,,,
,2583,Engineering Fluid Mechanics,Kumar,": Eurasia, 1998",,,,,,,,
,2584,Text Book of Matrices,Shanti Narayan,": SCHAND, 1998",8225,21-11-2000,T,6.0,B.Tech,70,,
,2585,Text Book of Matrices,Shanti Narayan,": SCHAND, 1998",,,,,,,,
,2586,Text Book of Matrices,Shanti Narayan,": SCHAND, 1998",,,,,,,,
,2587,Text Book of Matrices,Shanti Narayan,": SCHAND, 1998",,,,,,,,
,2588,Text Book of Matrices,Shanti Narayan,": SCHAND, 1998",,,,,,,,
,2589,Text Book of Matrices,Shanti Narayan,": SCHAND, 1998",,,,,,,,
,2590,Theory of Functions of a Complex Variable,Shanti Narayan,": SCHAND, 1998",8225,21-11-2000,T,6.0,B.Tech,70,,
,2591,Theory of Functions of a Complex Variable,Shanti Narayan,": SCHAND, 1998",,,,,,,,
,2592,Theory of Functions of a Complex Variable,Shanti Narayan,": SCHAND, 1998",,,,,,,,
,2593,Theory of Functions of a Complex Variable,Shanti Narayan,": SCHAND, 1998",,,,,,,,
,2594,Theory of Functions of a Complex Variable,Shanti Narayan,": SCHAND, 1998",,,,,,,,
,2595,Theory of Functions of a Complex Variable,Shanti Narayan,": SCHAND, 1998",,,,,,,,
,2596,Electrical Technology Vol. 4,Theraja,": SCHAND, 1998",8225,21-11-2000,T,8.0,B.Tech,135,,
,2597,Electrical Technology Vol. 4,Theraja,": SCHAND, 1998",,,,,,,,
,2598,Electrical Technology Vol. 4,Theraja,": SCHAND, 1998",,,,,,,,
,2599,Electrical Technology Vol. 4,Theraja,": SCHAND, 1998",,,,,,,,
,2600,Electrical Technology Vol. 4,Theraja,": SCHAND, 1998",,,,,,,,
,2601,Electrical Technology Vol. 4,Theraja,": SCHAND, 1998",,,,,,,,
,2602,Electrical Technology Vol. 4,Theraja,": SCHAND, 1998",,,,,,,,
,2603,Electrical Technology Vol. 4,Theraja,": SCHAND, 1998",,,,,,,,
,2604,Introduction to Physical Metallurgy,Avner,": TMH, 1998",8225,21-11-2000,T,6.0,B.Tech,250,,
,2605,Introduction to Physical Metallurgy,Avner,": TMH, 1998",,,,,,,,
,2606,Introduction to Physical Metallurgy,Avner,": TMH, 1998",,,,,,,,
,2607,Introduction to Physical Metallurgy,Avner,": TMH, 1998",,,,,,,,
,2608,Introduction to Physical Metallurgy,Avner,": TMH, 1998",,,,,,,,
,2609,Introduction to Physical Metallurgy,Avner,": TMH, 1998",,,,,,,,
,2610,Autocad 2000,David S.Cohn,": TMH, 1998",8225,21-11-2000,T,3.0,B.Tech,475,,
,2611,Autocad 2000,David S.Cohn,": TMH, 1998",,,,,,,,
,2612,Autocad 2000,David S.Cohn,": TMH, 1998",,,,,,,,
,2613,A Course in Internal Combustion Engines,Ganeshan,": TMH, 1998",8225,21-11-2000,T,10.0,B.Tech,165,,
,2614,A Course in Internal Combustion Engines,Ganeshan,": TMH, 1998",,,,,,,,
,2615,A Course in Internal Combustion Engines,Ganeshan,": TMH, 1998",,,,,,,,
,2616,A Course in Internal Combustion Engines,Ganeshan,": TMH, 1998",,,,,,,,
,2617,A Course in Internal Combustion Engines,Ganeshan,": TMH, 1998",,,,,,,,
,2618,A Course in Internal Combustion Engines,Ganeshan,": TMH, 1998",,,,,,,,
,2619,A Course in Internal Combustion Engines,Ganeshan,": TMH, 1998",,,,,,,,
,2620,A Course in Internal Combustion Engines,Ganeshan,": TMH, 1998",,,,,,,,
,2621,A Course in Internal Combustion Engines,Ganeshan,": TMH, 1998",,,,,,,,
,2622,A Course in Internal Combustion Engines,Ganeshan,": TMH, 1998",,,,,,,,
,2623,"Pulse, Digital and Switch Waveforms",Millman,": TMH, 1998",8225,21-11-2000,T,10.0,B.Tech,240,,
,2624,"Pulse, Digital and Switch Waveforms",Millman,": TMH, 1998",,,,,,,,
,2625,"Pulse, Digital and Switch Waveforms",Millman,": TMH, 1998",,,,,,,,
,2626,"Pulse, Digital and Switch Waveforms",Millman,": TMH, 1998",,,,,,,,
